,palsa_percentage
761_73_0000_2018_crop_143,7.0
761_73_0000_2018_negcrop_0,0.0
761_73_0000_2018_negcrop_1,0.0
761_73_0000_2018_negcrop_2,0.0
761_73_0000_2018_negcrop_3,0.0
761_73_0000_2018_negcrop_4,0.0
761_73_0000_2018_negcrop_5,0.0
761_73_0000_2018_negcrop_6,0.0
761_73_0000_2018_negcrop_7,0.0
761_73_0000_2018_negcrop_8,0.0
761_73_0000_2018_negcrop_9,0.0
761_73_0000_2018_negcrop_10,0.0
761_73_0000_2018_negcrop_11,0.0
761_73_0000_2018_negcrop_12,0.0
761_73_0000_2018_negcrop_13,0.0
761_73_0000_2018_negcrop_14,0.0
761_73_0000_2018_negcrop_15,0.0
761_73_0000_2018_negcrop_16,0.0
761_73_0000_2018_negcrop_17,0.0
761_73_0000_2018_negcrop_18,0.0
761_73_0000_2018_negcrop_19,0.0
761_73_0000_2018_negcrop_20,0.0
761_73_0000_2018_negcrop_21,0.0
761_73_0000_2018_negcrop_22,0.0
761_73_0000_2018_negcrop_23,0.0
761_73_0000_2018_negcrop_24,0.0
761_73_0000_2018_negcrop_25,0.0
761_73_0000_2018_negcrop_26,0.0
761_73_0000_2018_negcrop_27,0.0
761_73_0000_2018_negcrop_28,0.0
761_73_0000_2018_negcrop_29,0.0
761_73_0000_2018_negcrop_30,0.0
761_73_0000_2018_negcrop_31,0.0
761_73_0000_2018_negcrop_32,0.0
761_73_0000_2018_negcrop_33,0.0
761_73_0000_2018_negcrop_34,0.0
761_73_0000_2018_negcrop_35,0.0
761_73_0000_2018_negcrop_36,0.0
761_73_0000_2018_negcrop_37,0.0
761_73_0000_2018_negcrop_38,0.0
761_73_0000_2018_negcrop_39,0.0
761_73_0000_2018_negcrop_40,0.0
761_73_0000_2018_negcrop_41,0.0
761_73_0000_2018_negcrop_42,0.0
761_73_0000_2018_negcrop_43,0.0
761_73_0000_2018_crop_2_aug,23.75
761_73_0000_2018_crop_3_aug,1.75
761_73_0000_2018_crop_4_aug,1.5
761_73_0000_2018_crop_13_aug,6.25
761_73_0000_2018_crop_14_aug,31.25
761_73_0000_2018_crop_15_aug,9.5
761_73_0000_2018_crop_24_aug,2.5
761_73_0000_2018_crop_26_aug,7.25
761_73_0000_2018_crop_27_aug,10.25
761_73_0000_2018_crop_35_aug,2.75
761_73_0000_2018_crop_36_aug,3.0
761_73_0000_2018_crop_38_aug,1.0
761_73_0000_2018_crop_39_aug,6.5
761_73_0000_2018_crop_40_aug,4.25
761_73_0000_2018_crop_51_aug,7.25
761_73_0000_2018_crop_52_aug,23.25
761_73_0000_2018_crop_53_aug,4.5
761_73_0000_2018_crop_59_aug,8.25
761_73_0000_2018_crop_62_aug,9.25
761_73_0000_2018_crop_63_aug,1.75
761_73_0000_2018_crop_64_aug,11.25
761_73_0000_2018_crop_65_aug,0.0
761_73_0000_2018_crop_66_aug,0.0
761_73_0000_2018_crop_72_aug,7.0
761_73_0000_2018_crop_73_aug,3.25
761_73_0000_2018_crop_74_aug,20.25
761_73_0000_2018_crop_75_aug,8.5
761_73_0000_2018_crop_76_aug,2.75
761_73_0000_2018_crop_77_aug,0.25
761_73_0000_2018_crop_79_aug,0.25
761_73_0000_2018_crop_84_aug,7.5
761_73_0000_2018_crop_87_aug,19.0
761_73_0000_2018_crop_88_aug,4.0
761_73_0000_2018_crop_96_aug,1.75
761_73_0000_2018_crop_99_aug,0.25
761_73_0000_2018_crop_108_aug,1.25
761_73_0000_2018_crop_118_aug,7.5
761_73_0000_2018_crop_119_aug,4.75
761_73_0000_2018_crop_129_aug,19.25
761_73_0000_2018_crop_136_aug,0.0
761_73_0000_2018_crop_137_aug,0.25
761_73_0000_2018_crop_138_aug,1.0
761_73_0000_2018_crop_142_aug,0.5
761_73_0000_2018_crop_143_aug,7.0
764_74_0050_2018_crop_86,3.5
764_74_0050_2018_crop_98,1.5
764_74_0050_2018_negcrop_0,0.0
764_74_0050_2018_negcrop_1,0.0
764_74_0050_2018_crop_86_aug,3.5
764_74_0050_2018_crop_98_aug,1.5
762_72_5075_2018_crop_3,0.5
762_72_5075_2018_crop_4,6.25
762_72_5075_2018_crop_5,0.0
762_72_5075_2018_crop_6,0.0
762_72_5075_2018_crop_13,1.5
762_72_5075_2018_crop_24,0.75
762_72_5075_2018_crop_25,0.0
762_72_5075_2018_negcrop_0,0.0
762_72_5075_2018_negcrop_1,0.0
762_72_5075_2018_negcrop_2,0.0
762_72_5075_2018_negcrop_3,0.0
762_72_5075_2018_negcrop_4,0.0
762_72_5075_2018_negcrop_5,0.0
762_72_5075_2018_negcrop_6,0.0
762_72_5075_2018_crop_3_aug,0.5
762_72_5075_2018_crop_4_aug,6.25
762_72_5075_2018_crop_5_aug,0.0
762_72_5075_2018_crop_6_aug,0.0
762_72_5075_2018_crop_13_aug,1.5
762_72_5075_2018_crop_24_aug,0.75
762_72_5075_2018_crop_25_aug,0.0
761_73_5050_2018_crop_85,1.5
761_73_5050_2018_crop_121,0.25
761_73_5050_2018_crop_132,6.25
761_73_5050_2018_negcrop_0,0.0
761_73_5050_2018_negcrop_1,0.0
761_73_5050_2018_negcrop_2,0.0
761_73_5050_2018_crop_85_aug,1.5
761_73_5050_2018_crop_121_aug,0.25
761_73_5050_2018_crop_132_aug,6.25
755_68_5000_2016_crop_83,0.0
755_68_5000_2016_negcrop_0,0.0
755_68_5000_2016_crop_83_aug,0.0
759_68_0075_2014_crop_2,3.0
759_68_0075_2014_crop_7,0.0
759_68_0075_2014_crop_8,0.0
759_68_0075_2014_crop_9,0.5
759_68_0075_2014_crop_10,62.75
759_68_0075_2014_crop_11,30.0
759_68_0075_2014_crop_14,0.75
759_68_0075_2014_crop_19,1.75
759_68_0075_2014_crop_22,15.5
759_68_0075_2014_crop_23,6.75
759_68_0075_2014_crop_28,28.0
759_68_0075_2014_crop_29,15.5
759_68_0075_2014_crop_30,10.25
759_68_0075_2014_crop_31,44.0
759_68_0075_2014_crop_32,16.75
759_68_0075_2014_crop_33,0.5
759_68_0075_2014_crop_34,2.0
759_68_0075_2014_crop_35,5.25
759_68_0075_2014_crop_40,12.25
759_68_0075_2014_crop_41,31.25
759_68_0075_2014_crop_42,17.0
759_68_0075_2014_crop_43,24.5
759_68_0075_2014_crop_44,39.0
759_68_0075_2014_crop_45,38.0
759_68_0075_2014_crop_46,4.0
759_68_0075_2014_crop_47,8.25
759_68_0075_2014_crop_53,14.5
759_68_0075_2014_crop_54,1.25
759_68_0075_2014_crop_55,26.0
759_68_0075_2014_crop_56,9.25
759_68_0075_2014_crop_57,3.75
759_68_0075_2014_negcrop_0,0.0
759_68_0075_2014_negcrop_1,0.0
759_68_0075_2014_negcrop_2,0.0
759_68_0075_2014_negcrop_3,0.0
759_68_0075_2014_negcrop_4,0.0
759_68_0075_2014_negcrop_5,0.0
759_68_0075_2014_negcrop_6,0.0
759_68_0075_2014_negcrop_7,0.0
759_68_0075_2014_negcrop_8,0.0
759_68_0075_2014_negcrop_9,0.0
759_68_0075_2014_negcrop_10,0.0
759_68_0075_2014_negcrop_11,0.0
759_68_0075_2014_negcrop_12,0.0
759_68_0075_2014_negcrop_13,0.0
759_68_0075_2014_negcrop_14,0.0
759_68_0075_2014_negcrop_15,0.0
759_68_0075_2014_negcrop_16,0.0
759_68_0075_2014_negcrop_17,0.0
759_68_0075_2014_negcrop_18,0.0
759_68_0075_2014_negcrop_19,0.0
759_68_0075_2014_negcrop_20,0.0
759_68_0075_2014_negcrop_21,0.0
759_68_0075_2014_negcrop_22,0.0
759_68_0075_2014_negcrop_23,0.0
759_68_0075_2014_negcrop_24,0.0
759_68_0075_2014_negcrop_25,0.0
759_68_0075_2014_negcrop_26,0.0
759_68_0075_2014_negcrop_27,0.0
759_68_0075_2014_negcrop_28,0.0
759_68_0075_2014_negcrop_29,0.0
759_68_0075_2014_negcrop_30,0.0
759_68_0075_2014_crop_2_aug,3.0
759_68_0075_2014_crop_7_aug,0.0
759_68_0075_2014_crop_8_aug,0.0
759_68_0075_2014_crop_9_aug,0.5
759_68_0075_2014_crop_10_aug,62.75
759_68_0075_2014_crop_11_aug,30.0
759_68_0075_2014_crop_14_aug,0.75
759_68_0075_2014_crop_19_aug,1.75
759_68_0075_2014_crop_22_aug,15.5
759_68_0075_2014_crop_23_aug,6.75
759_68_0075_2014_crop_28_aug,28.0
759_68_0075_2014_crop_29_aug,15.5
759_68_0075_2014_crop_30_aug,10.25
759_68_0075_2014_crop_31_aug,44.0
759_68_0075_2014_crop_32_aug,16.75
759_68_0075_2014_crop_33_aug,0.5
759_68_0075_2014_crop_34_aug,2.0
759_68_0075_2014_crop_35_aug,5.25
759_68_0075_2014_crop_40_aug,12.25
759_68_0075_2014_crop_41_aug,31.25
759_68_0075_2014_crop_42_aug,17.0
759_68_0075_2014_crop_43_aug,24.5
759_68_0075_2014_crop_44_aug,39.0
759_68_0075_2014_crop_45_aug,38.0
759_68_0075_2014_crop_46_aug,4.0
759_68_0075_2014_crop_47_aug,8.25
759_68_0075_2014_crop_53_aug,14.5
759_68_0075_2014_crop_54_aug,1.25
759_68_0075_2014_crop_55_aug,26.0
759_68_0075_2014_crop_56_aug,9.25
759_68_0075_2014_crop_57_aug,3.75
757_70_5075_2013_crop_26,0.25
757_70_5075_2013_negcrop_0,0.0
757_70_5075_2013_crop_26_aug,0.25
763_75_5050_2015_crop_22,0.0
763_75_5050_2015_crop_34,33.25
763_75_5050_2015_crop_35,0.0
763_75_5050_2015_crop_45,0.0
763_75_5050_2015_crop_46,2.75
763_75_5050_2015_negcrop_0,0.0
763_75_5050_2015_negcrop_1,0.0
763_75_5050_2015_negcrop_2,0.0
763_75_5050_2015_negcrop_3,0.0
763_75_5050_2015_negcrop_4,0.0
763_75_5050_2015_crop_22_aug,0.0
763_75_5050_2015_crop_34_aug,33.25
763_75_5050_2015_crop_35_aug,0.0
763_75_5050_2015_crop_45_aug,0.0
763_75_5050_2015_crop_46_aug,2.75
748_62_2500_2019_crop_107,0.75
748_62_2500_2019_crop_117,1.5
748_62_2500_2019_crop_118,4.25
748_62_2500_2019_crop_119,19.75
748_62_2500_2019_crop_128,0.0
748_62_2500_2019_crop_129,8.25
748_62_2500_2019_crop_130,3.25
748_62_2500_2019_crop_131,7.0
748_62_2500_2019_crop_140,0.25
748_62_2500_2019_crop_141,17.75
748_62_2500_2019_crop_142,16.25
748_62_2500_2019_crop_143,3.25
748_62_2500_2019_negcrop_0,0.0
748_62_2500_2019_negcrop_1,0.0
748_62_2500_2019_negcrop_2,0.0
748_62_2500_2019_negcrop_3,0.0
748_62_2500_2019_negcrop_4,0.0
748_62_2500_2019_negcrop_5,0.0
748_62_2500_2019_negcrop_6,0.0
748_62_2500_2019_negcrop_7,0.0
748_62_2500_2019_negcrop_8,0.0
748_62_2500_2019_negcrop_9,0.0
748_62_2500_2019_negcrop_10,0.0
748_62_2500_2019_negcrop_11,0.0
748_62_2500_2019_crop_107_aug,0.75
748_62_2500_2019_crop_117_aug,1.5
748_62_2500_2019_crop_118_aug,4.25
748_62_2500_2019_crop_119_aug,19.75
748_62_2500_2019_crop_128_aug,0.0
748_62_2500_2019_crop_129_aug,8.25
748_62_2500_2019_crop_130_aug,3.25
748_62_2500_2019_crop_131_aug,7.0
748_62_2500_2019_crop_140_aug,0.25
748_62_2500_2019_crop_141_aug,17.75
748_62_2500_2019_crop_142_aug,16.25
748_62_2500_2019_crop_143_aug,3.25
756_68_7575_2014_crop_129,0.5
756_68_7575_2014_crop_130,6.5
756_68_7575_2014_crop_142,0.0
756_68_7575_2014_negcrop_0,0.0
756_68_7575_2014_negcrop_1,0.0
756_68_7575_2014_negcrop_2,0.0
756_68_7575_2014_crop_129_aug,0.5
756_68_7575_2014_crop_130_aug,6.5
756_68_7575_2014_crop_142_aug,0.0
759_76_7575_2013_crop_102,3.5
759_76_7575_2013_crop_103,3.5
759_76_7575_2013_crop_114,6.0
759_76_7575_2013_crop_115,9.0
759_76_7575_2013_crop_132,10.75
759_76_7575_2013_crop_133,6.75
759_76_7575_2013_negcrop_0,0.0
759_76_7575_2013_negcrop_1,0.0
759_76_7575_2013_negcrop_2,0.0
759_76_7575_2013_negcrop_3,0.0
759_76_7575_2013_negcrop_4,0.0
759_76_7575_2013_negcrop_5,0.0
759_76_7575_2013_crop_102_aug,3.5
759_76_7575_2013_crop_103_aug,3.5
759_76_7575_2013_crop_114_aug,6.0
759_76_7575_2013_crop_115_aug,9.0
759_76_7575_2013_crop_132_aug,10.75
759_76_7575_2013_crop_133_aug,6.75
748_62_2525_2019_crop_29,3.5
748_62_2525_2019_crop_39,0.5
748_62_2525_2019_crop_40,3.25
748_62_2525_2019_crop_49,0.25
748_62_2525_2019_crop_50,0.25
748_62_2525_2019_crop_51,12.75
748_62_2525_2019_crop_52,4.75
748_62_2525_2019_crop_60,1.25
748_62_2525_2019_crop_61,6.75
748_62_2525_2019_crop_62,4.0
748_62_2525_2019_crop_63,3.75
748_62_2525_2019_crop_72,4.25
748_62_2525_2019_crop_73,22.5
748_62_2525_2019_crop_74,5.0
748_62_2525_2019_crop_75,2.0
748_62_2525_2019_crop_96,5.5
748_62_2525_2019_negcrop_0,0.0
748_62_2525_2019_negcrop_1,0.0
748_62_2525_2019_negcrop_2,0.0
748_62_2525_2019_negcrop_3,0.0
748_62_2525_2019_negcrop_4,0.0
748_62_2525_2019_negcrop_5,0.0
748_62_2525_2019_negcrop_6,0.0
748_62_2525_2019_negcrop_7,0.0
748_62_2525_2019_negcrop_8,0.0
748_62_2525_2019_negcrop_9,0.0
748_62_2525_2019_negcrop_10,0.0
748_62_2525_2019_negcrop_11,0.0
748_62_2525_2019_negcrop_12,0.0
748_62_2525_2019_negcrop_13,0.0
748_62_2525_2019_negcrop_14,0.0
748_62_2525_2019_negcrop_15,0.0
748_62_2525_2019_crop_29_aug,3.5
748_62_2525_2019_crop_39_aug,0.5
748_62_2525_2019_crop_40_aug,3.25
748_62_2525_2019_crop_49_aug,0.25
748_62_2525_2019_crop_50_aug,0.25
748_62_2525_2019_crop_51_aug,12.75
748_62_2525_2019_crop_52_aug,4.75
748_62_2525_2019_crop_60_aug,1.25
748_62_2525_2019_crop_61_aug,6.75
748_62_2525_2019_crop_62_aug,4.0
748_62_2525_2019_crop_63_aug,3.75
748_62_2525_2019_crop_72_aug,4.25
748_62_2525_2019_crop_73_aug,22.5
748_62_2525_2019_crop_74_aug,5.0
748_62_2525_2019_crop_75_aug,2.0
748_62_2525_2019_crop_96_aug,5.5
746_57_0000_2015_crop_28,1.75
746_57_0000_2015_crop_29,12.75
746_57_0000_2015_crop_40,4.0
746_57_0000_2015_crop_41,1.0
746_57_0000_2015_negcrop_0,0.0
746_57_0000_2015_negcrop_1,0.0
746_57_0000_2015_negcrop_2,0.0
746_57_0000_2015_negcrop_3,0.0
746_57_0000_2015_crop_28_aug,1.75
746_57_0000_2015_crop_29_aug,12.75
746_57_0000_2015_crop_40_aug,4.0
746_57_0000_2015_crop_41_aug,1.0
760_71_2525_2018_crop_17,2.75
760_71_2525_2018_crop_24,1.0
760_71_2525_2018_crop_30,0.5
760_71_2525_2018_crop_58,2.0
760_71_2525_2018_crop_65,15.0
760_71_2525_2018_crop_70,1.25
760_71_2525_2018_crop_83,3.75
760_71_2525_2018_crop_95,0.5
760_71_2525_2018_crop_123,0.25
760_71_2525_2018_negcrop_0,0.0
760_71_2525_2018_negcrop_1,0.0
760_71_2525_2018_negcrop_2,0.0
760_71_2525_2018_negcrop_3,0.0
760_71_2525_2018_negcrop_4,0.0
760_71_2525_2018_negcrop_5,0.0
760_71_2525_2018_negcrop_6,0.0
760_71_2525_2018_negcrop_7,0.0
760_71_2525_2018_negcrop_8,0.0
760_71_2525_2018_crop_17_aug,2.75
760_71_2525_2018_crop_24_aug,1.0
760_71_2525_2018_crop_30_aug,0.5
760_71_2525_2018_crop_58_aug,2.0
760_71_2525_2018_crop_65_aug,15.0
760_71_2525_2018_crop_70_aug,1.25
760_71_2525_2018_crop_83_aug,3.75
760_71_2525_2018_crop_95_aug,0.5
760_71_2525_2018_crop_123_aug,0.25
760_72_5025_2018_crop_7,12.0
760_72_5025_2018_crop_8,6.5
760_72_5025_2018_crop_9,3.5
760_72_5025_2018_crop_20,14.25
760_72_5025_2018_crop_21,8.25
760_72_5025_2018_crop_22,0.5
760_72_5025_2018_negcrop_0,0.0
760_72_5025_2018_negcrop_1,0.0
760_72_5025_2018_negcrop_2,0.0
760_72_5025_2018_negcrop_3,0.0
760_72_5025_2018_negcrop_4,0.0
760_72_5025_2018_negcrop_5,0.0
760_72_5025_2018_crop_7_aug,12.0
760_72_5025_2018_crop_8_aug,6.5
760_72_5025_2018_crop_9_aug,3.5
760_72_5025_2018_crop_20_aug,14.25
760_72_5025_2018_crop_21_aug,8.25
760_72_5025_2018_crop_22_aug,0.5
761_70_2575_2018_crop_10,0.0
761_70_2575_2018_crop_110,0.0
761_70_2575_2018_crop_132,11.5
761_70_2575_2018_crop_133,11.0
761_70_2575_2018_negcrop_0,0.0
761_70_2575_2018_negcrop_1,0.0
761_70_2575_2018_negcrop_2,0.0
761_70_2575_2018_negcrop_3,0.0
761_70_2575_2018_crop_10_aug,0.0
761_70_2575_2018_crop_110_aug,0.0
761_70_2575_2018_crop_132_aug,11.5
761_70_2575_2018_crop_133_aug,11.0
751_66_7525_2015_crop_0,2.0
751_66_7525_2015_crop_2,1.0
751_66_7525_2015_crop_3,15.5
751_66_7525_2015_crop_4,6.75
751_66_7525_2015_crop_5,0.5
751_66_7525_2015_crop_12,12.75
751_66_7525_2015_crop_13,3.75
751_66_7525_2015_crop_14,7.75
751_66_7525_2015_crop_15,9.5
751_66_7525_2015_crop_16,5.5
751_66_7525_2015_crop_17,0.0
751_66_7525_2015_crop_24,23.75
751_66_7525_2015_crop_25,15.75
751_66_7525_2015_crop_37,4.25
751_66_7525_2015_crop_38,5.75
751_66_7525_2015_negcrop_0,0.0
751_66_7525_2015_negcrop_1,0.0
751_66_7525_2015_negcrop_2,0.0
751_66_7525_2015_negcrop_3,0.0
751_66_7525_2015_negcrop_4,0.0
751_66_7525_2015_negcrop_5,0.0
751_66_7525_2015_negcrop_6,0.0
751_66_7525_2015_negcrop_7,0.0
751_66_7525_2015_negcrop_8,0.0
751_66_7525_2015_negcrop_9,0.0
751_66_7525_2015_negcrop_10,0.0
751_66_7525_2015_negcrop_11,0.0
751_66_7525_2015_negcrop_12,0.0
751_66_7525_2015_negcrop_13,0.0
751_66_7525_2015_negcrop_14,0.0
751_66_7525_2015_crop_0_aug,2.0
751_66_7525_2015_crop_2_aug,1.0
751_66_7525_2015_crop_3_aug,15.5
751_66_7525_2015_crop_4_aug,6.75
751_66_7525_2015_crop_5_aug,0.5
751_66_7525_2015_crop_12_aug,12.75
751_66_7525_2015_crop_13_aug,3.75
751_66_7525_2015_crop_14_aug,7.75
751_66_7525_2015_crop_15_aug,9.5
751_66_7525_2015_crop_16_aug,5.5
751_66_7525_2015_crop_17_aug,0.0
751_66_7525_2015_crop_24_aug,23.75
751_66_7525_2015_crop_25_aug,15.75
751_66_7525_2015_crop_37_aug,4.25
751_66_7525_2015_crop_38_aug,5.75
762_73_2500_2018_crop_3,0.0
762_73_2500_2018_crop_14,0.0
762_73_2500_2018_crop_26,0.5
762_73_2500_2018_crop_100,0.0
762_73_2500_2018_crop_109,0.25
762_73_2500_2018_crop_111,0.25
762_73_2500_2018_crop_112,0.0
762_73_2500_2018_negcrop_0,0.0
762_73_2500_2018_negcrop_1,0.0
762_73_2500_2018_negcrop_2,0.0
762_73_2500_2018_negcrop_3,0.0
762_73_2500_2018_negcrop_4,0.0
762_73_2500_2018_negcrop_5,0.0
762_73_2500_2018_negcrop_6,0.0
762_73_2500_2018_crop_3_aug,0.0
762_73_2500_2018_crop_14_aug,0.0
762_73_2500_2018_crop_26_aug,0.5
762_73_2500_2018_crop_100_aug,0.0
762_73_2500_2018_crop_109_aug,0.25
762_73_2500_2018_crop_111_aug,0.25
762_73_2500_2018_crop_112_aug,0.0
763_72_0050_2018_crop_12,13.75
763_72_0050_2018_crop_13,2.25
763_72_0050_2018_crop_53,4.0
763_72_0050_2018_crop_54,0.0
763_72_0050_2018_crop_55,0.0
763_72_0050_2018_crop_65,0.0
763_72_0050_2018_crop_66,3.0
763_72_0050_2018_crop_67,0.0
763_72_0050_2018_crop_117,0.5
763_72_0050_2018_crop_129,7.5
763_72_0050_2018_negcrop_0,0.0
763_72_0050_2018_negcrop_1,0.0
763_72_0050_2018_negcrop_2,0.0
763_72_0050_2018_negcrop_3,0.0
763_72_0050_2018_negcrop_4,0.0
763_72_0050_2018_negcrop_5,0.0
763_72_0050_2018_negcrop_6,0.0
763_72_0050_2018_negcrop_7,0.0
763_72_0050_2018_negcrop_8,0.0
763_72_0050_2018_negcrop_9,0.0
763_72_0050_2018_crop_12_aug,13.75
763_72_0050_2018_crop_13_aug,2.25
763_72_0050_2018_crop_53_aug,4.0
763_72_0050_2018_crop_54_aug,0.0
763_72_0050_2018_crop_55_aug,0.0
763_72_0050_2018_crop_65_aug,0.0
763_72_0050_2018_crop_66_aug,3.0
763_72_0050_2018_crop_67_aug,0.0
763_72_0050_2018_crop_117_aug,0.5
763_72_0050_2018_crop_129_aug,7.5
759_77_5025_2013_crop_135,0.0
759_77_5025_2013_negcrop_0,0.0
759_77_5025_2013_crop_135_aug,0.0
762_74_7525_2018_crop_18,0.0
762_74_7525_2018_crop_29,1.75
762_74_7525_2018_crop_30,2.0
762_74_7525_2018_crop_41,5.0
762_74_7525_2018_crop_42,0.0
762_74_7525_2018_crop_119,0.5
762_74_7525_2018_negcrop_0,0.0
762_74_7525_2018_negcrop_1,0.0
762_74_7525_2018_negcrop_2,0.0
762_74_7525_2018_negcrop_3,0.0
762_74_7525_2018_negcrop_4,0.0
762_74_7525_2018_negcrop_5,0.0
762_74_7525_2018_crop_18_aug,0.0
762_74_7525_2018_crop_29_aug,1.75
762_74_7525_2018_crop_30_aug,2.0
762_74_7525_2018_crop_41_aug,5.0
762_74_7525_2018_crop_42_aug,0.0
762_74_7525_2018_crop_119_aug,0.5
756_67_0000_2016_crop_5,0.25
756_67_0000_2016_crop_6,0.0
756_67_0000_2016_crop_17,7.5
756_67_0000_2016_crop_18,0.0
756_67_0000_2016_crop_29,37.5
756_67_0000_2016_crop_30,2.75
756_67_0000_2016_crop_40,1.25
756_67_0000_2016_crop_41,19.5
756_67_0000_2016_crop_42,2.5
756_67_0000_2016_crop_53,5.5
756_67_0000_2016_negcrop_0,0.0
756_67_0000_2016_negcrop_1,0.0
756_67_0000_2016_negcrop_2,0.0
756_67_0000_2016_negcrop_3,0.0
756_67_0000_2016_negcrop_4,0.0
756_67_0000_2016_negcrop_5,0.0
756_67_0000_2016_negcrop_6,0.0
756_67_0000_2016_negcrop_7,0.0
756_67_0000_2016_negcrop_8,0.0
756_67_0000_2016_negcrop_9,0.0
756_67_0000_2016_crop_5_aug,0.25
756_67_0000_2016_crop_6_aug,0.0
756_67_0000_2016_crop_17_aug,7.5
756_67_0000_2016_crop_18_aug,0.0
756_67_0000_2016_crop_29_aug,37.5
756_67_0000_2016_crop_30_aug,2.75
756_67_0000_2016_crop_40_aug,1.25
756_67_0000_2016_crop_41_aug,19.5
756_67_0000_2016_crop_42_aug,2.5
756_67_0000_2016_crop_53_aug,5.5
752_62_0075_2015_crop_121,1.0
752_62_0075_2015_crop_132,2.75
752_62_0075_2015_crop_133,8.0
752_62_0075_2015_negcrop_0,0.0
752_62_0075_2015_negcrop_1,0.0
752_62_0075_2015_negcrop_2,0.0
752_62_0075_2015_crop_121_aug,1.0
752_62_0075_2015_crop_132_aug,2.75
752_62_0075_2015_crop_133_aug,8.0
760_73_0000_2018_crop_3,0.0
760_73_0000_2018_crop_4,0.0
760_73_0000_2018_crop_7,1.25
760_73_0000_2018_crop_8,4.5
760_73_0000_2018_crop_16,1.0
760_73_0000_2018_crop_18,0.5
760_73_0000_2018_crop_19,0.75
760_73_0000_2018_crop_20,2.0
760_73_0000_2018_crop_24,35.25
760_73_0000_2018_crop_25,17.0
760_73_0000_2018_crop_26,0.75
760_73_0000_2018_crop_27,3.25
760_73_0000_2018_crop_28,0.0
760_73_0000_2018_crop_36,24.75
760_73_0000_2018_crop_37,20.5
760_73_0000_2018_crop_38,27.75
760_73_0000_2018_crop_39,18.0
760_73_0000_2018_crop_40,3.75
760_73_0000_2018_crop_41,8.25
760_73_0000_2018_crop_42,1.0
760_73_0000_2018_crop_43,0.25
760_73_0000_2018_crop_48,1.75
760_73_0000_2018_crop_49,12.0
760_73_0000_2018_crop_50,17.75
760_73_0000_2018_crop_51,1.5
760_73_0000_2018_crop_53,1.75
760_73_0000_2018_crop_54,12.0
760_73_0000_2018_crop_55,4.0
760_73_0000_2018_crop_62,0.0
760_73_0000_2018_negcrop_0,0.0
760_73_0000_2018_negcrop_1,0.0
760_73_0000_2018_negcrop_2,0.0
760_73_0000_2018_negcrop_3,0.0
760_73_0000_2018_negcrop_4,0.0
760_73_0000_2018_negcrop_5,0.0
760_73_0000_2018_negcrop_6,0.0
760_73_0000_2018_negcrop_7,0.0
760_73_0000_2018_negcrop_8,0.0
760_73_0000_2018_negcrop_9,0.0
760_73_0000_2018_negcrop_10,0.0
760_73_0000_2018_negcrop_11,0.0
760_73_0000_2018_negcrop_12,0.0
760_73_0000_2018_negcrop_13,0.0
760_73_0000_2018_negcrop_14,0.0
760_73_0000_2018_negcrop_15,0.0
760_73_0000_2018_negcrop_16,0.0
760_73_0000_2018_negcrop_17,0.0
760_73_0000_2018_negcrop_18,0.0
760_73_0000_2018_negcrop_19,0.0
760_73_0000_2018_negcrop_20,0.0
760_73_0000_2018_negcrop_21,0.0
760_73_0000_2018_negcrop_22,0.0
760_73_0000_2018_negcrop_23,0.0
760_73_0000_2018_negcrop_24,0.0
760_73_0000_2018_negcrop_25,0.0
760_73_0000_2018_negcrop_26,0.0
760_73_0000_2018_negcrop_27,0.0
760_73_0000_2018_negcrop_28,0.0
760_73_0000_2018_crop_3_aug,0.0
760_73_0000_2018_crop_4_aug,0.0
760_73_0000_2018_crop_7_aug,1.25
760_73_0000_2018_crop_8_aug,4.5
760_73_0000_2018_crop_16_aug,1.0
760_73_0000_2018_crop_18_aug,0.5
760_73_0000_2018_crop_19_aug,0.75
760_73_0000_2018_crop_20_aug,2.0
760_73_0000_2018_crop_24_aug,35.25
760_73_0000_2018_crop_25_aug,17.0
760_73_0000_2018_crop_26_aug,0.75
760_73_0000_2018_crop_27_aug,3.25
760_73_0000_2018_crop_28_aug,0.0
760_73_0000_2018_crop_36_aug,24.75
760_73_0000_2018_crop_37_aug,20.5
760_73_0000_2018_crop_38_aug,27.75
760_73_0000_2018_crop_39_aug,18.0
760_73_0000_2018_crop_40_aug,3.75
760_73_0000_2018_crop_41_aug,8.25
760_73_0000_2018_crop_42_aug,1.0
760_73_0000_2018_crop_43_aug,0.25
760_73_0000_2018_crop_48_aug,1.75
760_73_0000_2018_crop_49_aug,12.0
760_73_0000_2018_crop_50_aug,17.75
760_73_0000_2018_crop_51_aug,1.5
760_73_0000_2018_crop_53_aug,1.75
760_73_0000_2018_crop_54_aug,12.0
760_73_0000_2018_crop_55_aug,4.0
760_73_0000_2018_crop_62_aug,0.0
758_73_2500_2013_crop_10,1.5
758_73_2500_2013_crop_23,2.0
758_73_2500_2013_crop_82,1.25
758_73_2500_2013_crop_83,10.25
758_73_2500_2013_crop_91,2.5
758_73_2500_2013_crop_94,14.0
758_73_2500_2013_crop_95,15.75
758_73_2500_2013_crop_105,3.0
758_73_2500_2013_crop_106,21.25
758_73_2500_2013_crop_107,6.75
758_73_2500_2013_crop_116,0.0
758_73_2500_2013_crop_117,37.0
